order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,state,category,sub_category,product_name,quantity,unit_price,discount,revenue,cost,profit
ORD-11342,2022-01-06,2022-01-07,Same Day,CUST-1441,Philip Dickson,Home Office,East,North Dakota,Office Supplies,Pens & Pencils,Aguilar Inc Pens & Pencils,7,16.06,0.2,89.94,55.77,34.17
ORD-11343,2022-04-02,2022-04-07,First Class,CUST-2736,Lisa Pennington,Consumer,South,New Hampshire,Office Supplies,Paper,"Barker, Blake and Phillips Paper",5,19.22,0.0,96.1,51.07,45.03
ORD-11344,2021-04-26,2021-04-27,First Class,CUST-2348,Taylor Flores,Consumer,North,New Jersey,Office Supplies,Paper,Bartlett-Blackwell Paper,2,31.9,0.3,44.66,31.36,13.3
ORD-11345,2022-07-09,2022-07-14,Same Day,CUST-2264,Steven Maxwell,Corporate,East,Michigan,Technology,Accessories,"Harrington, Bryant and Wright Accessories",4,119.08,0.2,381.06,265.02,116.04
ORD-11346,2022-10-03,2022-10-04,Second Class,CUST-1671,Sherry Zimmerman,Corporate,East,Wisconsin,Furniture,Bookcases,"Owen, Sandoval and King Bookcases",3,303.82,0.0,911.46,489.06,422.4
ORD-11347,2022-06-14,2022-06-18,Standard Class,CUST-1471,Maria Bell,Corporate,South,Colorado,Furniture,Chairs,Carpenter PLC Chairs,1,447.87,0.0,447.87,268.64,179.23
ORD-11348,2023-08-03,2023-08-04,First Class,CUST-2650,Jonathan Roberts,Home Office,West,Missouri,Office Supplies,Binders,"Byrd, Pratt and Gross Binders",9,14.01,0.1,113.48,81.63,31.85
ORD-11349,2022-02-04,2022-02-05,Same Day,CUST-2789,Tamara King,Consumer,South,Maryland,Technology,Printers,"Schaefer, Michael and Stewart Printers",10,230.48,0.0,2304.8,1054.61,1250.19
ORD-11350,2021-12-25,2022-01-01,Standard Class,CUST-2626,Tara Miller,Consumer,West,Ohio,Technology,Accessories,"Owens, Walker and Campbell Accessories",10,82.96,0.5,414.8,478.27,-63.47
ORD-11351,2021-09-08,2021-09-12,First Class,CUST-2703,Benjamin Wu,Home Office,South,New Jersey,Furniture,Tables,Blake-Carter Tables,5,390.89,0.15,1661.28,1032.66,628.62
ORD-11352,2022-01-21,2022-01-24,Standard Class,CUST-1179,Louis Stein,Home Office,West,Delaware,Office Supplies,Envelopes,"Huff, Williams and Hebert Envelopes",9,9.11,0.0,81.99,50.95,31.04
ORD-11353,2023-03-23,2023-03-25,Standard Class,CUST-2819,Jamie Harmon,Corporate,West,Indiana,Office Supplies,Envelopes,Mccormick Group Envelopes,3,13.23,0.05,37.71,20.09,17.62
ORD-11354,2022-11-28,2022-12-02,Standard Class,CUST-2855,Michael King,Consumer,East,Kentucky,Office Supplies,Pens & Pencils,"Briggs, Santana and Rodriguez Pens & Pencils",10,3.21,0.05,30.5,18.72,11.78
ORD-11355,2022-08-27,2022-08-31,First Class,CUST-2590,Tim Williams,Home Office,East,Pennsylvania,Technology,Laptops,"Jackson, Olson and Williams Laptops",9,1585.98,0.05,13560.13,7030.57,6529.56
ORD-11356,2022-11-04,2022-11-10,First Class,CUST-2064,Tasha Watson,Consumer,North,Connecticut,Furniture,Shelving,Cohen-Smith Shelving,10,228.29,0.0,2282.9,1535.15,747.75
ORD-11357,2022-01-20,2022-01-26,Standard Class,CUST-2840,Sean Robinson,Consumer,West,Arkansas,Furniture,Chairs,"Gilbert, Johnson and Barnes Chairs",2,226.9,0.0,453.8,238.16,215.64
ORD-11358,2022-02-27,2022-03-03,First Class,CUST-2071,Nicole Kelly,Corporate,North,New York,Technology,Printers,Mccarty Inc Printers,9,470.32,0.0,4232.88,2740.69,1492.19
ORD-11359,2021-06-17,2021-06-22,Same Day,CUST-2006,Kevin Ross,Home Office,North,Iowa,Technology,Monitors,"Fischer, Sullivan and Cordova Monitors",1,694.59,0.0,694.59,332.37,362.22
ORD-11360,2021-04-07,2021-04-10,Second Class,CUST-1870,Jeremy Bartlett,Corporate,South,Rhode Island,Office Supplies,Pens & Pencils,Travis Group Pens & Pencils,1,15.26,0.1,13.73,8.57,5.16
ORD-11361,2021-01-25,2021-02-01,Standard Class,CUST-1259,David Campbell,Home Office,West,New York,Technology,Printers,Rhodes PLC Printers,6,126.5,0.1,683.1,429.72,253.38
ORD-1981,2021-09-15,2021-09-22,Standard Class,CUST-1275,Anna Parker,Home Office,East,Virginia,Technology,Accessories,"Lewis, Jordan and Snyder Accessories",2,114.22,0.05,217.02,151.78,65.24
ORD-11363,2023-10-26,2023-11-01,First Class,CUST-1124,Sabrina Jones,Consumer,East,Massachusetts,Office Supplies,Paper,Evans LLC Paper,7,18.38,0.0,128.66,83.55,45.11
ORD-11364,2021-10-14,2021-10-18,Same Day,CUST-2043,Robert Foster,Home Office,West,Mississippi,Technology,Accessories,Mercado Group Accessories,7,74.55,0.0,521.85,333.66,188.19
ORD-11365,2023-06-01,2023-06-02,Standard Class,CUST-1922,Shelley Hoover,Home Office,South,Wyoming,Furniture,Desks,Bailey-Turner Desks,4,329.88,0.15,1121.59,773.42,348.17
ORD-11366,2021-08-25,2021-08-26,Same Day,CUST-2958,James Riley,Home Office,North,Delaware,Technology,Accessories,"Jones, Jensen and Warner Accessories",7,56.8,0.15,337.96,214.41,123.55
ORD-11367,2023-05-14,2023-05-21,Standard Class,CUST-1702,Tanner Jones,Consumer,East,Hawaii,Furniture,Desks,"Clements, Bean and Hughes Desks",4,1022.15,0.0,4088.6,2396.64,1691.96
ORD-11368,2023-08-04,2023-08-07,Same Day,CUST-2096,Jason Lewis,Home Office,East,Maine,Technology,Tablets,Sutton-Farmer Tablets,5,203.43,0.0,1017.15,684.87,332.28
ORD-11369,2021-01-17,2021-01-20,Standard Class,CUST-1864,Heather Baldwin,Consumer,North,Missouri,Office Supplies,Pens & Pencils,Ortega and Sons Pens & Pencils,6,2.99,0.3,12.56,12.47,0.09
ORD-11370,2021-02-14,2021-02-19,Second Class,CUST-1856,Lisa Walton,Corporate,West,Wyoming,Office Supplies,Envelopes,Melendez LLC Envelopes,5,10.0,0.0,50.0,32.43,17.57
ORD-11371,2022-07-24,2022-07-29,Standard Class,CUST-2784,William Nguyen,Corporate,East,Utah,Office Supplies,Envelopes,Phillips LLC Envelopes,10,23.42,0.05,222.49,115.53,106.96
ORD-11372,2022-06-29,2022-07-01,Second Class,CUST-2650,Patrick Wilkinson,Home Office,North,Ohio,Technology,Accessories,"Davis, Smith and Lucas Accessories",6,43.2,0.05,246.24,124.63,121.61
ORD-11373,2023-10-29,2023-11-05,Standard Class,CUST-2010,Russell Kane,Consumer,West,Alabama,Technology,Phones,Parker Group Phones,5,1039.14,0.15,4416.35,3568.29,848.06
ORD-11374,2021-01-29,2021-02-05,Same Day,CUST-1017,Teresa Sloan,Home Office,North,Ohio,Office Supplies,Envelopes,Skinner LLC Envelopes,9,23.18,0.0,208.62,118.65,89.97
ORD-11375,2021-09-19,2021-09-23,Same Day,CUST-1341,Kimberly Mills,Consumer,East,Utah,Furniture,Chairs,Jackson-Nelson Chairs,6,852.51,0.0,5115.06,2540.0,2575.06
ORD-11376,2022-07-04,2022-07-11,First Class,CUST-2448,Joyce Mack,Home Office,West,South Dakota,Technology,Accessories,"Price, Griffin and Walker Accessories",4,128.63,0.2,411.62,248.76,162.86
ORD-11377,2021-06-04,2021-06-05,First Class,CUST-1633,Nicole Shaw,Consumer,South,Delaware,Furniture,Shelving,Gibson and Sons Shelving,5,258.11,0.0,1290.55,832.66,457.89
ORD-11378,2022-06-08,2022-06-15,Same Day,CUST-1375,James Erickson,Consumer,East,Maryland,Technology,Printers,Richards-Bryant Printers,8,362.87,0.0,2902.96,1589.21,1313.75
ORD-11379,2022-03-15,2022-03-17,,CUST-2696,Tracy Roy,Home Office,North,Iowa,Technology,Phones,Chavez-Robinson Phones,3,1041.98,0.0,3125.94,1948.94,1177.0
ORD-11380,2023-03-29,2023-04-02,Second Class,CUST-2913,Randall Arnold,Consumer,North,Mississippi,Technology,Monitors,Smith-Taylor Monitors,9,379.11,0.0,3411.99,1545.63,1866.36
ORD-11381,2023-04-19,2023-04-24,Second Class,CUST-1952,Marie Hale,Corporate,East,New York,Technology,Tablets,Johnson Ltd Tablets,4,367.89,0.0,,794.79,676.77
ORD-11382,2023-08-04,2023-08-05,Standard Class,CUST-2340,Monica Romero,Corporate,South,Alabama,Technology,Laptops,Hayes-Brennan Laptops,4,734.09,0.0,2936.36,1660.07,1276.29
ORD-11383,2023-10-13,2023-10-15,Same Day,CUST-2686,Kerry Williams,Corporate,East,South Dakota,Technology,Laptops,"Alvarez, Mccoy and Stewart Laptops",9,752.82,0.15,5759.07,4158.54,1600.53
ORD-11384,2021-05-21,2021-05-25,Second Class,CUST-1627,Tina Jacobs,Consumer,West,Ohio,Furniture,Bookcases,Garcia and Sons Bookcases,2,387.13,0.5,387.13,540.59,-153.46
ORD-11385,2023-03-25,2023-03-26,Second Class,CUST-2866,Ana Owens,Home Office,East,Iowa,Technology,Monitors,"Gay, Mason and Barrera Monitors",5,768.79,0.0,3843.95,1868.38,1975.57
ORD-11386,2022-01-05,2022-01-09,Same Day,CUST-1374,Christopher Gonzalez,Corporate,East,Washington,Technology,Monitors,"King, Love and Murray Monitors",1,865.76,0.05,822.47,492.28,330.19
ORD-11387,2021-02-19,2021-02-25,Same Day,CUST-2694,Karen Martin,Home Office,East,Virginia,Office Supplies,Paper,"Pena, Olson and Cooley Paper",3,17.36,0.0,52.08,27.34,24.74
ORD-11388,2021-07-06,2021-07-08,Standard Class,CUST-1828,David Hampton,Home Office,East,Arizona,Furniture,Shelving,Jackson Ltd Shelving,7,131.2,0.0,918.4,626.84,291.56
ORD-11389,2021-05-01,2021-05-02,Same Day,CUST-1934,William Berry,Corporate,North,South Carolina,Furniture,Shelving,"Mcdowell, Lucas and Ellis Shelving",7,248.61,0.0,1740.27,984.82,755.45
ORD-11390,2021-09-25,2021-09-26,Standard Class,CUST-1826,Mrs. Pam Carroll,Home Office,South,Oklahoma,Furniture,Desks,Harris-Hogan Desks,9,582.15,0.3,3667.54,3000.44,667.1
ORD-11391,2023-06-15,2023-06-18,Second Class,CUST-2032,Andrew Strong,Consumer,North,North Carolina,Office Supplies,Labels,Rose LLC Labels,3,19.32,0.15,49.27,29.98,19.29
ORD-11392,2021-05-16,2021-05-18,Second Class,CUST-2405,Evan Randolph,Home Office,South,Connecticut,Technology,Tablets,Garcia-Shepherd Tablets,7,777.55,0.0,5442.85,2462.52,2980.33
ORD-11393,2023-11-29,2023-12-03,Standard Class,CUST-2462,Stephanie Garcia,Corporate,West,Wyoming,Technology,Printers,"Rodriguez, Trujillo and Choi Printers",1,549.38,0.2,439.5,249.72,189.78
ORD-11394,2021-01-06,2021-01-07,Standard Class,CUST-1189,Joshua Hooper,Corporate,South,Arkansas,Technology,Tablets,Clark-Schmitt Tablets,1,222.3,0.0,222.3,106.65,115.65
ORD-11395,2023-03-07,2023-03-08,Same Day,CUST-1614,Jonathan Bowers,Home Office,North,Hawaii,Technology,Monitors,"Ross, Thompson and Gray Monitors",4,664.13,0.2,2125.22,1605.72,519.5
ORD-11396,2023-11-21,2023-11-24,Standard Class,CUST-1243,Adam Ruiz,Consumer,South,Oregon,Furniture,Tables,"Tran, Anderson and Meyers Tables",5,782.44,0.0,3912.2,2558.52,1353.68
ORD-11397,2021-10-17,2021-10-24,First Class,CUST-1307,Gabriel Wall,Consumer,South,Virginia,Office Supplies,Paper,Kidd Inc Paper,9,56.13,0.2,404.14,268.97,135.17
ORD-11398,2023-07-04,2023-07-07,Second Class,CUST-2223,Sergio Young,Corporate,East,Minnesota,Furniture,Bookcases,Sparks LLC Bookcases,1,414.16,0.0,414.16,228.94,185.22
ORD-11399,2021-02-02,2021-02-09,Standard Class,CUST-2864,Michele Edwards,Consumer,South,South Carolina,Furniture,Bookcases,Nelson LLC Bookcases,7,439.82,0.0,3078.74,1491.61,1587.13
ORD-11400,2021-10-16,2021-10-17,Standard Class,CUST-1143,Abigail Morrison,Corporate,East,New York,Technology,Accessories,Cisneros-Vazquez Accessories,8,41.15,0.05,312.74,221.44,91.3
ORD-11401,2022-04-01,2022-04-04,Second Class,CUST-1603,Chelsea Holloway,Consumer,South,Ohio,Furniture,Bookcases,Mora Ltd Bookcases,8,458.13,0.0,3665.04,1795.66,1869.38
ORD-11402,2023-05-08,2023-05-09,First Class,CUST-2995,Jessica Harris,Corporate,East,New York,Furniture,Chairs,"Collins, Jones and Farrell Chairs",9,893.84,0.3,5631.19,3853.74,1777.45
ORD-11403,2022-06-26,2022-06-30,Same Day,CUST-1261,Rachel Rosario,Home Office,South,Arkansas,Furniture,Chairs,Warner-Mitchell Chairs,7,315.23,0.0,2206.61,1113.82,1092.79
ORD-11404,2023-05-25,2023-05-26,Second Class,CUST-2341,Steven Sanders,Corporate,East,Maryland,Furniture,Desks,Boyd-Moore Desks,1,604.11,0.0,604.11,408.39,195.72
ORD-11405,2022-09-18,2022-09-24,First Class,CUST-1900,Sara Brandt,Corporate,South,Missouri,Technology,Phones,Conway-Freeman Phones,7,935.43,0.1,5893.21,4134.1,1759.11
ORD-1511,2022-02-24,2022-03-02,Second Class,CUST-1531,Ray Alvarez,Consumer,East,Montana,Furniture,Bookcases,Meza Ltd Bookcases,1,228.44,0.0,228.44,143.87,84.57
ORD-11407,2021-09-16,2021-09-23,First Class,CUST-1807,Kimberly Jacobson,Corporate,North,South Dakota,Furniture,Tables,"Jones, Brown and Hodges Tables",7,234.64,0.05,1560.36,1046.86,513.5
ORD-11408,2022-07-20,2022-07-21,Same Day,CUST-1905,Heather Sherman,Corporate,West,Rhode Island,Furniture,Tables,Peters-Washington Tables,7,1289.28,0.2,7219.97,5992.41,1227.56
ORD-11409,2023-01-11,2023-01-12,Second Class,CUST-1222,Eric Morrison,Home Office,East,Iowa,Furniture,Bookcases,Gonzalez-Reed Bookcases,5,407.65,0.0,2038.25,1242.88,795.37
ORD-11410,2022-09-22,2022-09-23,First Class,CUST-2513,Timothy Rubio,Corporate,South,Wisconsin,Furniture,Shelving,Hamilton Inc Shelving,5,165.68,0.3,579.88,540.88,39.0
ORD-11411,2021-12-19,2021-12-20,First Class,CUST-1566,Amber Stevens,Corporate,North,Hawaii,Technology,Monitors,Holmes-Jordan Monitors,7,215.16,0.15,1280.2,774.44,505.76
ORD-11412,2021-01-06,2021-01-13,Standard Class,CUST-1461,Samantha Fields,Corporate,East,New York,Technology,Laptops,"Bryant, Contreras and Matthews Laptops",10,1538.81,0.0,15388.1,8708.12,6679.98
ORD-11413,2023-04-10,2023-04-13,Same Day,CUST-2734,Loretta Campos,Consumer,North,Wyoming,Furniture,Shelving,"Rocha, Higgins and Thomas Shelving",2,249.64,0.05,474.32,348.63,125.69
ORD-11414,2022-05-22,2022-05-29,First Class,CUST-1104,Keith Mathis,Corporate,West,New Hampshire,Technology,Monitors,"Hernandez, Baker and Estrada Monitors",6,218.33,0.0,1309.98,827.32,482.66
ORD-11415,2021-12-01,2021-12-02,Same Day,CUST-2217,Kevin Merritt,Corporate,North,California,Technology,Monitors,Watson-Estrada Monitors,2,522.5,0.1,940.5,485.52,454.98
ORD-11416,2023-10-14,2023-10-20,Same Day,CUST-2560,Jorge White,Home Office,West,West Virginia,Technology,Laptops,Mckinney-Thornton Laptops,1,1730.62,0.2,1384.5,882.92,501.58
ORD-11417,2021-04-15,2021-04-21,First Class,CUST-2327,Julie Ali,Corporate,West,New Hampshire,Technology,Accessories,Elliott LLC Accessories,7,24.69,0.2,138.26,104.43,33.83
ORD-11418,2021-12-06,2021-12-12,Same Day,CUST-1340,Mark Ramos,Home Office,West,Minnesota,Furniture,Bookcases,"Williams, Noble and Kelley Bookcases",1,441.63,0.05,419.55,236.02,183.53
ORD-11419,2021-08-05,2021-08-09,Second Class,CUST-1227,Jessica Briggs,Home Office,West,Illinois,Furniture,Chairs,Wells Group Chairs,8,466.77,0.05,3547.45,2563.03,984.42
ORD-11420,2021-09-05,2021-09-10,Same Day,CUST-1464,Justin Fisher,Consumer,West,Maine,Technology,Monitors,Johnson LLC Monitors,10,820.32,0.2,6562.56,4697.17,1865.39
ORD-11421,2023-01-21,2023-01-28,Standard Class,CUST-2025,Michael Wolfe,Consumer,North,New Jersey,Office Supplies,Labels,Hudson Group Labels,1,17.54,0.0,17.54,11.03,6.51
ORD-11422,2021-11-29,2021-12-06,Second Class,CUST-2616,Michael Patel,Corporate,West,Washington,Technology,Accessories,Gonzalez Inc Accessories,5,45.97,0.0,229.85,158.83,71.02
ORD-11423,2023-01-01,2023-01-02,Same Day,CUST-1503,Tracy Huff,Home Office,East,Montana,Furniture,Bookcases,"Joseph, Hunter and Rodriguez Bookcases",5,432.64,0.0,2163.2,1342.4,820.8
ORD-11424,2021-01-10,2021-01-14,First Class,CUST-1745,Renee Gibbs,Consumer,East,Missouri,Furniture,Desks,"White, Lamb and Hunt Desks",1,198.39,0.1,178.55,108.54,70.01
ORD-11425,2023-10-28,2023-10-29,Second Class,CUST-2869,Charles Cummings,Consumer,West,North Carolina,Technology,Printers,"Allen, Daniels and Crawford Printers",2,521.24,0.05,990.36,692.02,298.34
ORD-11426,2023-09-03,2023-09-09,Standard Class,CUST-2126,Jennifer Willis,Corporate,East,Arizona,Furniture,Chairs,Weeks-Rose Chairs,6,747.52,0.15,3812.35,2098.22,1714.13
ORD-11427,2021-07-11,2021-07-12,First Class,CUST-2803,Steven Hernandez,Corporate,West,Rhode Island,Office Supplies,Envelopes,Bennett LLC Envelopes,4,24.44,0.1,87.98,57.43,30.55
ORD-11428,2023-08-26,2023-08-28,Same Day,CUST-2566,Jeremy Garrett,Consumer,South,Ohio,Office Supplies,Pens & Pencils,Hernandez-Tucker Pens & Pencils,3,19.68,0.0,59.04,28.37,30.67
ORD-11429,2023-10-17,2023-10-22,Second Class,CUST-1316,Bethany Sawyer,Corporate,North,Georgia,Furniture,Chairs,Smith-Martinez Chairs,8,822.78,0.0,6582.24,4220.99,2361.25
ORD-11430,2023-01-28,2023-02-04,,CUST-1959,Catherine Miller,Consumer,North,New York,Furniture,Shelving,Mitchell-Walker Shelving,4,160.08,0.1,576.29,335.0,241.29
ORD-11431,2022-06-24,2022-07-01,Same Day,CUST-2313,Stephen Christian,Consumer,West,Montana,Office Supplies,Paper,"Wallace, Hardy and Butler Paper",1,29.28,0.0,29.28,15.99,13.29
ORD-11432,2022-08-31,2022-09-07,Standard Class,CUST-2733,James Vasquez,Corporate,West,Kentucky,Furniture,Chairs,Miller-Ford Chairs,8,257.54,0.0,2060.32,1384.88,675.44
ORD-11433,2021-10-30,2021-11-03,Same Day,CUST-1614,Eric Glover,Consumer,West,Massachusetts,Furniture,Desks,Garcia-Thompson Desks,3,521.65,0.05,1486.7,861.83,624.87
ORD-11434,2022-02-27,2022-03-02,Second Class,CUST-2885,Richard Martinez,Corporate,West,Nevada,Office Supplies,Storage,Rodriguez-Reynolds Storage,1,27.55,0.0,27.55,18.91,8.64
ORD-11435,2021-04-17,2021-04-21,Same Day,CUST-2632,Sandra Gray,Corporate,West,North Carolina,Office Supplies,Envelopes,"Sanders, Mann and Young Envelopes",10,6.74,0.0,67.4,44.41,22.99
ORD-1807,2023-12-11,2023-12-18,First Class,CUST-1409,Nicole Frank,Home Office,West,Maine,Furniture,Desks,Blevins Inc Desks,6,294.0,0.15,1499.4,805.0,694.4
ORD-11437,2022-10-21,2022-10-25,First Class,CUST-2024,Darrell Turner,Home Office,West,Colorado,Furniture,Chairs,Atkinson-Thomas Chairs,6,864.73,0.05,4928.96,2742.41,2186.55
ORD-11438,2022-06-16,2022-06-18,Standard Class,CUST-2761,Nicholas Palmer,Corporate,South,Texas,Office Supplies,Envelopes,James LLC Envelopes,5,12.15,0.0,60.75,39.2,21.55
ORD-11439,2021-06-03,2021-06-10,Second Class,CUST-2816,Russell Olson,Corporate,West,Colorado,Office Supplies,Envelopes,Krueger-Lynch Envelopes,1,8.57,0.1,7.71,4.08,3.63
ORD-11440,2023-02-01,2023-02-02,First Class,CUST-1827,Harry Hurst,Home Office,South,Alabama,Furniture,Chairs,Schultz-Moore Chairs,2,874.34,0.0,1748.68,1172.94,575.74
ORD-11441,2022-01-02,2022-01-04,Standard Class,CUST-1846,Jason Fields,Home Office,North,Alabama,Technology,Printers,Hartman and Sons Printers,2,171.38,0.15,291.35,227.63,63.72
ORD-11442,2021-05-27,2021-05-31,Standard Class,CUST-1039,Steve Green,Consumer,North,North Dakota,Technology,Printers,"Haynes, Hughes and Woodard Printers",7,175.88,0.0,1231.16,561.8,669.36
ORD-11443,2022-01-14,2022-01-18,Standard Class,CUST-2877,Alicia Morton,Corporate,West,Alaska,Office Supplies,Binders,Sanchez-Flores Binders,1,19.49,0.2,15.59,9.74,5.85
ORD-11444,2021-01-11,2021-01-16,Same Day,CUST-2518,Mary Mckinney,Corporate,East,Utah,Furniture,Desks,Farmer-Spence Desks,8,1038.09,0.0,8304.72,4238.87,4065.85
ORD-11445,2022-04-06,2022-04-08,First Class,CUST-2552,Jeffrey Owens,Corporate,South,Florida,Office Supplies,Paper,Shelton-Russell Paper,6,13.6,0.05,77.52,49.03,28.49
ORD-11446,2023-05-30,2023-05-31,First Class,CUST-1859,Charles Washington,Corporate,West,Utah,Furniture,Chairs,Marshall and Sons Chairs,10,211.25,0.0,2112.5,1108.25,1004.25
ORD-11447,2023-09-29,2023-10-02,First Class,CUST-1765,Elizabeth Banks,Consumer,West,South Dakota,Furniture,Bookcases,Cook-Rodriguez Bookcases,8,422.59,0.15,2873.61,1694.93,1178.68
ORD-11448,2023-04-26,2023-05-03,Same Day,CUST-2117,Bradley Hall,Consumer,North,New York,Furniture,Chairs,Tucker-Foley Chairs,9,494.65,0.0,4451.85,3109.3,1342.55
ORD-11449,2022-05-03,2022-05-08,First Class,CUST-2172,Denise Cook,Consumer,South,Arkansas,Furniture,Desks,Smith PLC Desks,3,754.52,0.0,2263.56,1553.08,710.48
ORD-11450,2021-11-12,2021-11-19,Second Class,CUST-1678,Michael Alvarez,Corporate,North,North Carolina,Technology,Monitors,Richards Inc Monitors,4,411.37,0.0,1645.48,768.12,877.36
ORD-11451,2023-10-30,2023-11-06,Standard Class,CUST-2423,Melissa Jones,Consumer,South,New Jersey,Technology,Tablets,Mckinney Group Tablets,4,725.08,0.5,1450.16,1598.67,-148.51
ORD-11452,2021-02-24,2021-02-27,Second Class,CUST-2321,Heidi Carrillo,Consumer,North,Colorado,Technology,Monitors,Fisher-Mcintyre Monitors,5,806.36,0.15,3427.03,1947.62,1479.41
ORD-11453,2023-03-16,2023-03-19,Same Day,CUST-2259,Richard Reed,Consumer,North,West Virginia,Technology,Printers,Jenkins and Sons Printers,2,471.38,0.0,942.76,601.33,341.43
ORD-11454,2021-11-24,2021-11-25,Same Day,CUST-2219,Cody Burns,Corporate,North,Michigan,Technology,Monitors,Jones Group Monitors,8,332.05,0.0,2656.4,1442.22,1214.18
ORD-11455,2022-04-15,2022-04-16,Second Class,CUST-1820,Jennifer Sosa,Consumer,West,Hawaii,Furniture,Desks,Richards-Ortiz Desks,6,1091.86,0.05,6223.6,3679.03,2544.57
ORD-11456,2021-02-22,2021-02-27,Same Day,CUST-2569,Gerald Jackson,Consumer,North,Louisiana,Office Supplies,Storage,Robinson-Mcdonald Storage,9,32.3,0.05,276.16,196.64,79.52
ORD-11457,2021-08-05,2021-08-06,Second Class,CUST-1679,Herbert Lawrence,Corporate,North,New Jersey,Technology,Tablets,Mora-Watkins Tablets,9,535.51,0.2,3855.67,2399.01,1456.66
ORD-11458,2023-11-26,2023-12-03,First Class,CUST-1944,Daniel Livingston,Home Office,South,Wisconsin,Office Supplies,Paper,"Sampson, Gilbert and Carpenter Paper",3,19.9,0.0,59.7,39.42,20.28
ORD-11459,2022-04-29,2022-05-05,Second Class,CUST-2383,Alexander Thornton,Corporate,North,Mississippi,Office Supplies,Storage,Richardson LLC Storage,3,52.38,0.0,157.14,74.38,82.76
ORD-11460,2023-02-22,2023-03-01,Same Day,CUST-2803,Lori Lewis,Consumer,South,Arizona,Furniture,Desks,Jenkins Inc Desks,1,909.55,0.0,909.55,521.33,388.22
ORD-11461,2022-08-17,2022-08-21,Standard Class,CUST-1683,Jamie Russell,Home Office,East,Georgia,Furniture,Shelving,Hubbard-Bailey Shelving,7,296.41,0.0,2074.87,1176.07,898.8
ORD-11462,2023-04-09,2023-04-16,Same Day,CUST-1545,Nathan Payne,Corporate,West,Missouri,Furniture,Shelving,Page Ltd Shelving,9,177.91,0.0,1601.19,911.81,689.38
ORD-11463,2023-03-14,2023-03-16,First Class,CUST-2780,Brandi Savage,Corporate,North,California,Technology,Accessories,"Thomas, Barry and Jones Accessories",3,91.83,0.0,275.49,129.49,146.0
ORD-11464,2022-01-22,2022-01-27,First Class,CUST-2323,Sarah Lewis,Consumer,North,Idaho,Technology,Tablets,Cannon Inc Tablets,7,269.18,0.0,1884.26,1108.17,776.09
ORD-11465,2023-05-06,2023-05-10,Second Class,CUST-1081,Joseph Taylor,Consumer,West,Illinois,Technology,Monitors,Carter LLC Monitors,5,334.26,0.0,1671.3,1081.36,589.94
ORD-11466,2023-09-05,2023-09-12,First Class,CUST-2468,Frederick Taylor,Consumer,North,Idaho,Office Supplies,Paper,"Cooper, Fox and Barnes Paper",6,19.43,0.15,99.09,57.86,41.23
ORD-11467,2021-11-25,2021-11-28,Second Class,CUST-2944,Cynthia Ward,Home Office,South,Montana,Technology,Accessories,"Davidson, Sullivan and White Accessories",10,116.44,0.0,1164.4,575.69,588.71
ORD-11468,2022-10-19,2022-10-23,Second Class,CUST-2403,April Young,Home Office,West,Texas,Office Supplies,Paper,Foster PLC Paper,7,43.22,0.3,211.78,185.99,25.79
ORD-1586,2023-08-07,2023-08-09,First Class,CUST-1910,Patrick Bond,Corporate,South,Wisconsin,Technology,Phones,Thompson Ltd Phones,3,1175.62,0.0,3526.86,1874.14,1652.72
ORD-11470,2023-06-11,2023-06-14,First Class,CUST-1203,Christopher King,Corporate,East,Utah,Technology,Accessories,Baxter-Smith Accessories,4,25.59,0.15,87.01,48.45,38.56
ORD-11471,2023-05-11,2023-05-18,Same Day,CUST-1426,Kelsey Alexander,Corporate,East,New Mexico,Office Supplies,Pens & Pencils,"Mccarthy, Maldonado and Fox Pens & Pencils",4,4.67,0.0,18.68,10.63,8.05
ORD-11472,2023-11-14,2023-11-19,Same Day,CUST-2711,Dawn Davis,Corporate,South,Delaware,Technology,Tablets,Ruiz-Johnson Tablets,5,783.54,0.2,3134.16,2096.15,1038.01
ORD-11473,2022-07-02,2022-07-03,Second Class,CUST-1550,Brittany Bailey,Corporate,West,Michigan,Technology,Printers,"Lewis, Hill and Green Printers",1,442.61,0.2,354.09,228.68,125.41
ORD-11474,2023-01-28,2023-02-03,Standard Class,CUST-1280,Caleb Fernandez,Corporate,North,South Carolina,Office Supplies,Binders,Cox-Gutierrez Binders,7,21.54,0.05,143.24,100.8,42.44
ORD-11475,2021-01-07,2021-01-12,First Class,CUST-1690,Joseph Walter,Home Office,East,Minnesota,Office Supplies,Envelopes,Green Group Envelopes,4,15.63,0.05,59.39,28.32,31.07
ORD-11476,2021-02-02,2021-02-09,Second Class,CUST-1451,Dawn Craig,Corporate,North,South Dakota,Office Supplies,Envelopes,Taylor-Roberts Envelopes,3,28.48,0.0,85.44,51.05,34.39
ORD-11477,2023-07-23,2023-07-28,Same Day,CUST-1564,Carl Wilson,Consumer,West,Nevada,Office Supplies,Envelopes,Murphy Inc Envelopes,5,14.54,0.0,72.7,38.05,34.65
ORD-11478,2023-04-29,2023-05-06,First Class,CUST-1794,Michael Bauer,Consumer,West,New Mexico,Technology,Phones,Clements-Haley Phones,2,927.74,0.05,1762.71,953.91,808.8
